date,wrf kmixd=0,wrf kmixd=1
2022-05-29 22:00:00,1391.0,1499.0
2022-05-29 23:00:00,1261.0,1496.0
2022-05-30 00:00:00,877.8,1304.0
2022-05-30 01:00:00,593.9,871.8
2022-05-30 02:00:00,161.9,261.0
2022-05-30 03:00:00,142.5,129.5
2022-05-30 04:00:00,114.7,118.3
2022-05-30 05:00:00,107.7,118.1
2022-05-30 06:00:00,101.3,105.0
2022-05-30 07:00:00,75.57,88.5
2022-05-30 08:00:00,79.76,69.82
2022-05-30 09:00:00,77.18,69.82
2022-05-30 10:00:00,58.2,69.82
2022-05-30 11:00:00,63.15,71.49
2022-05-30 12:00:00,118.6,170.7
2022-05-30 13:00:00,198.9,214.9
2022-05-30 14:00:00,295.7,547.7
2022-05-30 15:00:00,741.4,1110.0
2022-05-30 16:00:00,1001.0,1271.0
2022-05-30 17:00:00,1257.0,1570.0
2022-05-30 18:00:00,1507.0,1797.0
2022-05-30 19:00:00,1386.0,1879.0
2022-05-30 20:00:00,1488.0,1936.0
2022-05-30 21:00:00,1377.0,1805.0
2022-05-30 22:00:00,1409.0,1722.0
2022-05-30 23:00:00,1213.0,1597.0
2022-05-31 00:00:00,630.0,1185.0
2022-05-31 01:00:00,99.15,479.9
2022-05-31 02:00:00,54.99,86.03
2022-05-31 03:00:00,53.46,69.82
2022-05-31 04:00:00,53.28,69.76
2022-05-31 05:00:00,51.98,66.09
2022-05-31 06:00:00,52.01,66.09
2022-05-31 07:00:00,52.0,66.02
2022-05-31 08:00:00,55.45,61.68
2022-05-31 09:00:00,50.06,53.71
2022-05-31 10:00:00,53.66,53.97
2022-05-31 11:00:00,50.88,70.82
2022-05-31 12:00:00,104.6,131.0
2022-05-31 13:00:00,199.3,213.1
2022-05-31 14:00:00,290.9,441.7
2022-05-31 15:00:00,766.2,1204.0
2022-05-31 16:00:00,1259.0,1746.0
2022-05-31 17:00:00,1698.0,2021.0
2022-05-31 18:00:00,1314.0,2392.0
2022-05-31 19:00:00,1426.0,2452.0
2022-05-31 20:00:00,1847.0,2532.0
2022-05-31 21:00:00,1263.0,2529.0
2022-05-31 22:00:00,1164.0,2303.0
