,5100,5000,4900,4800,4700,4600,4500,4400,4300,4200,4100,4000,3900,3800,3700,3600,3500,3400,3300,3200,3100,3000,2900,2800,2700,2600,2500,2400,2300,2200,2100,2000,1900,1800,1700,1600,1500,1400,1300,1200,1100,1000,900,800,700,600,500,400,300,200
2021-07-17 00:00:00+00:00,-32.89434722222222,-32.912305555555555,-32.893236111111115,-32.799486111111115,-32.59218055555555,-31.747680555555558,-30.613208333333333,-30.11123611111111,-29.76902777777778,-29.66363888888889,-29.266319444444445,-28.699916666666663,-27.971527777777776,-27.362833333333334,-26.193055555555556,-25.350041666666666,-25.03838888888889,-24.721027777777778,-24.160430555555553,-23.147402777777778,-22.242722222222223,-21.810430555555556,-21.54859722222222,-20.934944444444444,-20.258152777777777,-19.19236111111111,-18.264152777777777,-17.375152777777778,-16.668069444444445,-15.776333333333332,-14.745305555555557,-13.703430555555554,-12.455638888888888,-11.209930555555555,-9.899763888888888,-8.717319444444446,-8.195569444444445,-7.917847222222223,-7.613097222222223,-7.384305555555556,-7.400499999999999,-7.695263888888889,-8.325138888888889,-9.250833333333334,-10.248569444444446,-11.074555555555555,-12.019888888888888,-13.237972222222222,-14.734124999999999,-15.868083333333335
2021-07-17 00:30:00+00:00,-32.892041666666664,-32.88355555555555,-32.845875,-32.88780555555556,-32.60827777777778,-31.363069444444445,-29.635666666666665,-29.614652777777778,-30.123777777777775,-30.05009722222222,-29.269208333333335,-28.671374999999998,-28.01213888888889,-27.355305555555557,-26.506583333333335,-25.960944444444447,-25.65844444444445,-25.333833333333335,-24.162569444444443,-21.948875,-21.318416666666668,-20.744402777777776,-20.420986111111112,-20.24597222222222,-19.641930555555557,-18.527277777777776,-17.553444444444445,-16.805541666666667,-15.740388888888889,-14.59101388888889,-13.607597222222221,-12.780708333333335,-11.843777777777778,-10.726666666666667,-9.647583333333333,-8.472652777777778,-7.739541666666667,-7.2842361111111105,-6.931569444444444,-6.623277777777778,-6.467861111111111,-6.619138888888888,-7.227305555555556,-8.329458333333333,-9.520402777777777,-10.474583333333333,-11.430486111111112,-12.406708333333333,-13.555611111111112,-15.222236111111112
2021-07-17 01:00:00+00:00,-32.86109722222223,-32.94855555555556,-32.8695,-32.858180555555556,-32.909847222222226,-32.66013888888889,-31.771930555555556,-29.974958333333333,-29.935805555555554,-30.835958333333334,-30.39201388888889,-29.898277777777775,-29.215027777777777,-28.530208333333334,-27.49276388888889,-26.978680555555556,-25.633527777777775,-24.963194444444444,-23.296611111111112,-21.194958333333336,-20.56573611111111,-20.083819444444444,-18.959069444444445,-17.31601388888889,-16.41775,-16.208180555555554,-15.758444444444445,-15.67975,-15.083902777777778,-14.325833333333334,-13.228791666666666,-11.848527777777779,-10.347138888888889,-8.464638888888889,-7.271513888888888,-6.857388888888888,-6.79123611111111,-6.551847222222222,-6.177916666666667,-5.866708333333333,-5.694416666666666,-5.837527777777779,-6.460708333333334,-7.712541666666667,-9.170861111111112,-10.580597222222222,-11.96398611111111,-13.231486111111112,-14.557638888888889,-15.581
2021-07-17 01:30:00+00:00,-33.041125,-32.96098611111111,-32.942194444444446,-32.91545833333333,-32.77993055555555,-32.86836111111111,-32.56261111111111,-31.848291666666668,-31.38195833333333,-31.62159722222222,-31.278083333333335,-30.97797222222222,-30.61761111111111,-30.159833333333335,-29.693236111111112,-29.133333333333333,-28.544597222222222,-27.767999999999997,-27.164708333333333,-26.842833333333335,-25.826444444444444,-25.219680555555552,-21.609708333333334,-16.563777777777776,-13.241416666666666,-12.846013888888887,-14.391430555555555,-14.074152777777776,-13.388152777777776,-12.43613888888889,-11.645458333333332,-10.743402777777778,-9.481277777777779,-8.674375,-7.998319444444444,-7.405,-6.950402777777778,-6.529708333333334,-5.978652777777778,-5.529277777777778,-5.295847222222222,-5.374013888888888,-5.967597222222222,-7.246180555555555,-8.992541666666666,-10.740138888888888,-12.389541666666666,-13.78111111111111,-15.17226388888889,-16.007583333333336
2021-07-17 02:00:00+00:00,-32.88706944444444,-32.90809722222222,-32.74733333333334,-32.86533333333333,-32.82884722222222,-32.89981944444445,-32.78091666666666,-32.605041666666665,-31.79675,-31.429569444444446,-31.496819444444444,-30.843513888888893,-30.100694444444443,-29.43329166666667,-29.230666666666668,-28.76197222222222,-27.82076388888889,-26.89529166666667,-26.46265277777778,-26.092319444444446,-25.293541666666666,-24.956458333333334,-25.050694444444446,-23.857972222222223,-21.483166666666666,-20.035430555555557,-17.771333333333335,-15.899472222222224,-11.72551388888889,-8.093083333333334,-9.210861111111111,-9.447375,-9.030847222222222,-9.293902777777777,-8.478777777777777,-6.969,-6.197680555555555,-5.666236111111111,-5.143708333333333,-4.696819444444444,-4.440555555555555,-4.507430555555556,-5.158722222222223,-6.476194444444444,-8.1375,-9.701694444444446,-11.639763888888888,-13.772611111111113,-15.169624999999998,-15.58775
2021-07-17 02:30:00+00:00,-32.871625,-32.83334722222222,-32.88840277777778,-32.83663888888889,-32.864444444444445,-32.926833333333335,-32.82608333333333,-32.83411111111111,-32.817708333333336,-31.488097222222223,-31.398999999999997,-30.81176388888889,-30.876097222222224,-30.208319444444445,-30.010569444444446,-29.14436111111111,-28.619444444444444,-28.108375,-27.02011111111111,-26.49470833333333,-25.637513888888886,-24.868055555555557,-23.872722222222222,-21.764708333333335,-18.544625,-16.987680555555553,-16.707416666666667,-16.31098611111111,-15.183694444444445,-14.199361111111113,-13.808319444444445,-13.192125,-11.720541666666668,-11.055763888888889,-10.26236111111111,-9.405833333333334,-8.497125,-7.341236111111111,-6.2225,-5.350791666666667,-4.586083333333334,-4.138625,-4.496097222222223,-6.119902777777778,-8.315777777777777,-10.261625,-11.358416666666667,-12.542,-14.542652777777777,-15.330277777777777
2021-07-17 03:00:00+00:00,-32.90501388888889,-32.87755555555555,-32.933499999999995,-32.88375,-32.85548611111111,-32.92143055555555,-32.86970833333333,-32.76365277777778,-32.44622222222222,-32.17338888888889,-31.654527777777776,-31.25561111111111,-31.224555555555558,-30.71472222222222,-30.322138888888887,-30.386083333333332,-30.150444444444442,-29.676513888888888,-29.05623611111111,-28.188333333333333,-27.64473611111111,-26.66488888888889,-25.395083333333332,-17.750833333333333,-15.339125,-17.153597222222224,-17.764083333333332,-17.826569444444445,-16.60988888888889,-15.74509722222222,-15.749138888888888,-15.16198611111111,-13.026736111111111,-11.602708333333334,-9.948444444444444,-8.58,-7.696791666666666,-7.030430555555555,-6.296916666666666,-5.556416666666666,-4.867305555555555,-4.319986111111111,-4.424638888888889,-5.728291666666666,-8.05001388888889,-9.930194444444444,-11.381902777777777,-12.927958333333333,-14.271444444444445,-15.491972222222222
2021-07-17 03:30:00+00:00,-32.91023611111111,-32.845305555555555,-32.839083333333335,-32.91540277777778,-32.68309722222222,-32.720222222222226,-32.85551388888889,-32.809222222222225,-32.4445,-32.10738888888889,-30.92338888888889,-30.452624999999998,-30.20063888888889,-29.946625,-29.915708333333335,-29.787583333333334,-29.206083333333336,-28.756388888888885,-27.979263888888887,-26.92961111111111,-25.860625000000002,-25.653819444444444,-24.766000000000002,-23.156444444444443,-21.99136111111111,-21.042708333333334,-20.969986111111112,-21.10459722222222,-20.5345,-19.19811111111111,-17.736027777777778,-16.519416666666665,-15.236180555555555,-14.333013888888889,-13.319722222222223,-11.341972222222223,-9.115402777777778,-7.721319444444445,-6.683027777777777,-5.9669027777777774,-5.2139999999999995,-4.6622916666666665,-4.4430555555555555,-5.325125,-7.840166666666667,-9.521388888888888,-11.222444444444445,-12.929847222222222,-14.137347222222221,-15.111611111111111
2021-07-17 04:00:00+00:00,-33.023291666666665,-32.93563888888889,-32.86581944444444,-32.823597222222226,-32.82191666666667,-32.92111111111111,-32.88681944444444,-32.87405555555556,-32.648097222222226,-32.26894444444444,-31.36838888888889,-30.54813888888889,-30.372013888888887,-29.933944444444442,-29.583833333333335,-29.31376388888889,-28.886027777777777,-28.423583333333333,-27.49440277777778,-26.533888888888892,-26.109055555555557,-25.388375,-24.896958333333334,-23.778944444444445,-23.18084722222222,-23.498041666666666,-23.358124999999998,-22.474,-21.38272222222222,-20.54151388888889,-19.169597222222222,-17.139875,-15.79727777777778,-14.517722222222222,-12.545625000000001,-7.533138888888889,-5.947208333333333,-6.316736111111111,-6.294611111111111,-5.774875,-5.20125,-4.645208333333334,-4.474541666666667,-5.353319444444444,-7.600236111111111,-9.609361111111111,-10.76161111111111,-12.554152777777777,-13.845097222222222,-14.953777777777777
