,date,PSQ,MixHgt,10xKz,U*,Zo,Zterr,Kh,10mWSPD,DSWF,SFCP,RH2m,T02m,Density,Cld,u10m,v10m,WDIR,latitude,longitude,met
15,2021-07-25 15:00:00,A,405.0,1861.0,0.7204,0.2,13.87,9275.0,4.671,778.7,1013.0,0.0,298.0,1.174,-100.0,1.506,4.422,198.8,40.7,-73.93,AWRF
16,2021-07-25 16:00:00,A,684.7,1816.0,0.7086,0.2,13.87,12900.0,4.464,741.5,1013.0,0.0,298.9,1.169,-100.0,1.558,4.184,200.4,40.7,-73.93,AWRF
17,2021-07-25 17:00:00,A,620.7,1666.0,0.6895,0.2,13.86,10890.0,4.388,656.2,1012.0,0.0,300.3,1.162,-100.0,1.744,4.027,203.4,40.7,-73.93,AWRF
18,2021-07-25 18:00:00,A,717.5,1632.0,0.6557,0.2,13.87,12360.0,3.991,733.3,1010.0,0.0,301.2,1.157,-100.0,1.635,3.64,204.2,40.7,-73.93,AWRF
19,2021-07-25 19:00:00,A,796.8,1686.0,0.6475,0.2,13.87,14190.0,3.559,810.5,1010.0,0.0,302.0,1.153,-100.0,1.409,3.268,203.3,40.7,-73.93,AWRF
20,2021-07-25 20:00:00,A,717.3,1310.0,0.6122,0.2,13.88,9420.0,4.055,433.3,1010.0,0.0,302.0,1.152,-100.0,1.428,3.796,200.6,40.7,-73.93,AWRF
21,2021-07-25 21:00:00,A,718.1,1476.0,0.6258,0.2,13.89,11270.0,3.998,586.9,1009.0,0.0,302.2,1.151,-100.0,1.04,3.86,195.1,40.7,-73.93,AWRF
22,2021-07-25 22:00:00,B,787.6,1289.0,0.609,0.2,13.88,9919.0,4.053,401.9,1010.0,0.0,302.2,1.152,-100.0,1.283,3.844,198.5,40.7,-73.93,AWRF
0,2021-07-26 00:00:00,C,244.1,615.5,0.4589,0.2,13.89,1882.0,3.462,46.31,1009.0,0.0,300.7,1.156,-100.0,1.117,3.277,198.8,40.7,-73.93,AWRF
1,2021-07-26 01:00:00,D,167.5,367.0,0.3711,0.2,13.88,818.6,3.068,0.0,1009.0,0.0,300.3,1.157,-100.0,0.998,2.901,199.0,40.7,-73.93,AWRF
2,2021-07-26 02:00:00,D,144.5,275.1,0.3301,0.2,13.87,515.5,2.883,0.0,1009.0,0.0,299.8,1.159,-100.0,1.376,2.533,208.5,40.7,-73.93,AWRF
3,2021-07-26 03:00:00,D,65.72,216.5,0.2904,0.2,13.87,783.3,2.561,0.0,1010.0,0.0,299.2,1.162,-100.0,1.291,2.212,210.3,40.7,-73.93,AWRF
4,2021-07-26 04:00:00,D,62.37,143.9,0.2274,0.2,13.87,464.6,1.97,0.0,1010.0,0.0,298.7,1.164,-100.0,1.061,1.66,212.6,40.7,-73.93,AWRF
5,2021-07-26 05:00:00,D,65.61,113.5,0.1667,0.2,13.87,247.6,1.275,0.0,1010.0,0.0,298.1,1.167,-100.0,0.72,1.052,214.4,40.7,-73.93,AWRF
6,2021-07-26 06:00:00,D,60.86,112.2,0.1139,0.2,13.89,295.2,0.1209,0.0,1011.0,0.0,297.2,1.172,-100.0,-0.1166,-0.03212,74.6,40.7,-73.93,AWRF
7,2021-07-26 07:00:00,D,75.13,106.2,0.1035,0.2,13.89,278.8,0.1526,0.0,1010.0,0.0,296.9,1.172,-100.0,-0.1025,-0.113,42.23,40.7,-73.93,AWRF
8,2021-07-26 08:00:00,D,71.21,102.5,0.1309,0.2,13.87,240.5,0.5274,0.0,1010.0,0.0,296.8,1.173,-100.0,0.4898,0.1958,248.2,40.7,-73.93,AWRF
9,2021-07-26 09:00:00,D,65.61,114.7,0.1581,0.2,13.85,242.3,1.031,0.0,1011.0,0.0,296.5,1.175,-100.0,0.9832,0.3106,252.5,40.7,-73.93,AWRF
10,2021-07-26 10:00:00,E,71.56,88.75,0.1503,0.2,13.86,194.3,1.099,1.925,1011.0,0.0,296.5,1.174,-100.0,1.004,0.4482,245.9,40.7,-73.93,AWRF
11,2021-07-26 11:00:00,D,95.69,196.2,0.1914,0.2,13.86,453.0,1.085,118.6,1011.0,0.0,297.0,1.172,-100.0,1.061,0.2252,258.0,40.7,-73.93,AWRF
12,2021-07-26 12:00:00,C,200.8,432.7,0.2574,0.2,13.85,1701.0,1.209,306.3,1011.0,0.0,298.1,1.169,-100.0,1.202,0.1291,263.9,40.7,-73.93,AWRF
13,2021-07-26 13:00:00,C,275.6,638.9,0.287,0.2,13.85,3300.0,1.046,490.1,1011.0,0.0,299.1,1.164,-100.0,1.045,0.0264,268.6,40.7,-73.93,AWRF
14,2021-07-26 14:00:00,C,396.8,830.7,0.3253,0.2,13.86,5537.0,0.8648,666.4,1011.0,0.0,300.9,1.158,-100.0,0.8626,0.06176,265.9,40.7,-73.93,AWRF
15,2021-07-26 15:00:00,B,614.3,1068.0,0.3447,0.2,13.86,9230.0,0.7238,811.5,1011.0,0.0,302.4,1.154,-100.0,0.7238,0.0005236,270.0,40.7,-73.93,AWRF
16,2021-07-26 16:00:00,A,926.6,1307.0,0.4353,0.2,13.86,14540.0,0.9406,907.6,1011.0,0.0,303.3,1.15,-100.0,0.8107,0.4769,239.5,40.7,-73.93,AWRF
17,2021-07-26 17:00:00,A,1187.0,1490.0,0.5053,0.2,13.86,18830.0,1.456,942.7,1011.0,0.0,303.9,1.148,-100.0,1.159,0.8816,232.7,40.7,-73.93,AWRF
18,2021-07-26 18:00:00,A,1197.0,1490.0,0.5025,0.2,13.85,18920.0,1.402,887.6,1011.0,0.0,304.1,1.147,-100.0,1.228,0.6769,241.1,40.7,-73.93,AWRF
19,2021-07-26 19:00:00,A,1045.0,1420.0,0.4921,0.2,13.85,16470.0,1.334,822.0,1010.0,0.0,304.4,1.146,-100.0,1.196,0.5909,243.7,40.7,-73.93,AWRF
20,2021-07-26 20:00:00,A,771.6,1309.0,0.4731,0.2,13.85,12370.0,1.451,713.1,1010.0,0.0,304.5,1.145,-100.0,1.314,0.6148,244.9,40.7,-73.93,AWRF
21,2021-07-26 21:00:00,B,1522.0,1247.0,0.4867,0.2,13.85,17840.0,1.165,591.5,1010.0,0.0,304.6,1.145,-100.0,1.164,0.0345,268.3,40.7,-73.93,AWRF
22,2021-07-26 22:00:00,B,855.8,956.4,0.4164,0.2,13.85,9363.0,1.19,386.6,1010.0,0.0,304.4,1.146,-100.0,1.189,-0.0249,271.2,40.7,-73.93,AWRF
0,2021-07-27 00:00:00,C,692.6,492.6,0.3327,0.2,13.85,3842.0,1.54,47.62,1010.0,0.0,302.4,1.154,-100.0,1.156,-1.018,311.4,40.7,-73.93,AWRF
1,2021-07-27 01:00:00,D,667.5,285.2,0.2584,0.2,13.86,2163.0,1.297,0.0,1010.0,0.0,301.6,1.157,-100.0,0.781,-1.035,323.0,40.7,-73.93,AWRF
2,2021-07-27 02:00:00,D,168.8,184.6,0.1847,0.2,13.86,594.8,1.012,0.0,1011.0,0.0,300.8,1.16,-100.0,0.8237,-0.588,305.5,40.7,-73.93,AWRF
3,2021-07-27 03:00:00,D,115.8,218.4,0.2303,0.2,13.84,479.8,1.59,0.0,1011.0,0.0,299.8,1.164,-100.0,1.454,-0.6418,293.8,40.7,-73.93,AWRF
4,2021-07-27 04:00:00,D,112.7,236.9,0.2675,0.2,13.83,470.8,1.959,0.0,1013.0,0.0,299.1,1.169,-100.0,1.619,-1.103,304.2,40.7,-73.93,AWRF
5,2021-07-27 05:00:00,D,112.8,254.3,0.2819,0.2,13.83,517.1,2.088,0.0,1013.0,0.0,298.2,1.173,-100.0,1.442,-1.511,316.3,40.7,-73.93,AWRF
6,2021-07-27 06:00:00,D,104.5,225.6,0.272,0.2,13.83,726.1,2.054,0.0,1013.0,0.0,297.9,1.174,-100.0,1.231,-1.644,323.2,40.7,-73.93,AWRF
7,2021-07-27 07:00:00,D,93.86,232.8,0.2718,0.2,13.84,683.6,1.983,0.0,1013.0,0.0,297.3,1.177,-100.0,1.043,-1.686,328.3,40.7,-73.93,AWRF
8,2021-07-27 08:00:00,D,94.26,231.7,0.2553,0.2,13.85,473.3,1.716,0.0,1013.0,0.0,296.5,1.18,-100.0,0.7621,-1.538,333.6,40.7,-73.93,AWRF
9,2021-07-27 09:00:00,D,106.4,151.1,0.2032,0.2,13.86,305.0,1.376,0.0,1013.0,0.0,296.4,1.181,-100.0,0.5482,-1.263,336.5,40.7,-73.93,AWRF
10,2021-07-27 10:00:00,D,71.02,111.8,0.1608,0.2,13.87,232.3,1.026,1.935,1013.0,0.0,296.2,1.181,-100.0,0.3098,-0.9781,342.4,40.7,-73.93,AWRF
11,2021-07-27 11:00:00,D,129.6,223.9,0.1926,0.2,13.87,643.5,0.9617,119.2,1014.0,0.0,296.8,1.18,-100.0,0.4082,-0.8708,334.9,40.7,-73.93,AWRF
12,2021-07-27 12:00:00,D,156.6,356.9,0.2057,0.2,13.87,1324.0,0.7313,308.2,1013.0,0.0,298.0,1.174,-100.0,0.5443,-0.4883,311.9,40.7,-73.93,AWRF
13,2021-07-27 13:00:00,C,257.8,544.1,0.2563,0.2,13.87,2962.0,0.708,502.6,1013.0,0.0,299.4,1.169,-100.0,0.6816,-0.1916,285.7,40.7,-73.93,AWRF
14,2021-07-27 14:00:00,C,403.9,792.8,0.3178,0.2,13.87,5407.0,0.8636,675.2,1014.0,0.0,301.3,1.162,-100.0,0.7529,0.423,240.7,40.7,-73.93,AWRF
15,2021-07-27 15:00:00,B,1171.0,1167.0,0.4447,0.2,13.87,14570.0,1.537,814.8,1013.0,0.0,303.3,1.154,-100.0,1.031,1.14,222.1,40.7,-73.93,AWRF
16,2021-07-27 16:00:00,A,1370.0,1518.0,0.5516,0.2,13.87,19880.0,2.451,905.1,1014.0,0.0,304.1,1.153,-100.0,1.087,2.197,206.3,40.7,-73.93,AWRF
17,2021-07-27 17:00:00,A,1232.0,1683.0,0.6009,0.2,13.87,20060.0,3.066,925.5,1013.0,0.0,304.8,1.149,-100.0,1.094,2.864,200.9,40.7,-73.93,AWRF
18,2021-07-27 18:00:00,A,1058.0,1861.0,0.6628,0.2,13.89,19150.0,3.594,932.5,1012.0,0.0,305.2,1.146,-100.0,0.701,3.525,191.2,40.7,-73.93,AWRF
19,2021-07-27 19:00:00,A,1188.0,1906.0,0.6938,0.2,13.89,20490.0,3.895,860.5,1012.0,0.0,305.5,1.145,-100.0,0.8705,3.797,192.9,40.7,-73.93,AWRF
20,2021-07-27 20:00:00,A,1031.0,1842.0,0.7048,0.2,13.89,17490.0,4.159,747.2,1012.0,0.0,305.4,1.145,-100.0,1.375,3.925,199.3,40.7,-73.93,AWRF
21,2021-07-27 21:00:00,A,921.2,1666.0,0.6766,0.2,13.88,14460.0,4.15,589.9,1011.0,0.0,305.0,1.147,-100.0,1.296,3.942,198.2,40.7,-73.93,AWRF
22,2021-07-27 22:00:00,B,1017.0,1260.0,0.5713,0.2,13.87,12040.0,3.294,406.7,1011.0,0.0,304.5,1.147,-100.0,1.462,2.951,206.3,40.7,-73.93,AWRF
0,2021-07-28 00:00:00,C,401.2,553.0,0.2704,0.2,13.84,3220.0,1.559,43.33,1011.0,0.0,300.8,1.161,-100.0,1.253,-0.9273,306.5,40.7,-73.93,AWRF
1,2021-07-28 01:00:00,D,250.6,341.3,0.1856,0.2,13.86,1552.0,1.225,0.0,1010.0,0.0,299.9,1.163,-100.0,0.5964,-1.07,330.9,40.7,-73.93,AWRF
2,2021-07-28 02:00:00,D,142.0,253.4,0.1652,0.2,13.87,782.2,0.9727,0.0,1011.0,0.0,299.4,1.166,-100.0,0.5987,-0.7666,322.0,40.7,-73.93,AWRF
3,2021-07-28 03:00:00,D,122.0,243.8,0.1701,0.2,13.87,670.8,0.9428,0.0,1012.0,0.0,298.6,1.171,-100.0,0.2381,-0.9123,345.4,40.7,-73.93,AWRF
4,2021-07-28 04:00:00,D,118.1,221.3,0.184,0.2,13.87,604.4,0.8697,0.0,1012.0,0.0,298.1,1.173,-100.0,0.4576,-0.7396,328.3,40.7,-73.93,AWRF
5,2021-07-28 05:00:00,D,120.8,244.6,0.2059,0.2,13.85,662.3,1.096,0.0,1013.0,0.0,297.3,1.176,-100.0,0.8633,-0.6756,308.0,40.7,-73.93,AWRF
6,2021-07-28 06:00:00,D,116.5,315.3,0.2524,0.2,13.85,819.4,1.468,0.0,1013.0,0.0,296.4,1.18,-100.0,1.188,-0.862,306.0,40.7,-73.93,AWRF
7,2021-07-28 07:00:00,D,100.8,319.6,0.2736,0.2,13.84,713.4,1.777,0.0,1013.0,0.0,296.0,1.182,-100.0,1.467,-1.003,304.3,40.7,-73.93,AWRF
8,2021-07-28 08:00:00,D,106.3,309.8,0.2845,0.2,13.83,651.8,1.911,0.0,1013.0,0.0,295.7,1.183,-100.0,1.455,-1.239,310.4,40.7,-73.93,AWRF
9,2021-07-28 09:00:00,D,99.17,328.2,0.3077,0.2,13.83,617.6,2.167,0.0,1013.0,0.0,295.3,1.184,-100.0,1.521,-1.544,315.4,40.7,-73.93,AWRF
10,2021-07-28 10:00:00,D,99.62,297.7,0.3064,0.2,13.83,521.8,2.256,1.835,1014.0,0.0,295.3,1.185,-100.0,1.395,-1.773,321.8,40.7,-73.93,AWRF
11,2021-07-28 11:00:00,C,116.3,424.5,0.3523,0.2,13.84,856.2,2.448,113.2,1014.0,0.0,295.8,1.183,-100.0,1.076,-2.199,333.9,40.7,-73.93,AWRF
12,2021-07-28 12:00:00,C,211.5,766.7,0.4543,0.2,13.85,2530.0,3.006,302.4,1012.0,0.0,296.4,1.18,-100.0,0.632,-2.938,347.9,40.7,-73.93,AWRF
13,2021-07-28 13:00:00,B,396.5,1121.0,0.5385,0.2,13.85,5821.0,3.378,494.0,1012.0,0.0,297.1,1.177,-100.0,0.3075,-3.364,354.8,40.7,-73.93,AWRF
14,2021-07-28 14:00:00,A,688.0,1406.0,0.5918,0.2,13.87,10810.0,3.448,666.4,1013.0,0.0,298.2,1.174,-100.0,-0.191,-3.443,3.175,40.7,-73.93,AWRF
15,2021-07-28 15:00:00,A,894.7,1624.0,0.618,0.2,13.87,15290.0,3.441,807.4,1014.0,0.0,298.8,1.174,-100.0,-0.373,-3.42,6.223,40.7,-73.93,AWRF
16,2021-07-28 16:00:00,A,1129.0,1587.0,0.6136,0.2,13.88,17180.0,3.389,709.9,1015.0,0.0,299.5,1.171,-100.0,-0.5226,-3.348,8.872,40.7,-73.93,AWRF
17,2021-07-28 17:00:00,B,909.6,1240.0,0.4925,0.2,13.9,12270.0,2.313,622.3,1014.0,0.0,300.3,1.168,-100.0,-0.79,-2.174,19.97,40.7,-73.93,AWRF
18,2021-07-28 18:00:00,A,1031.0,1491.0,0.4794,0.2,13.91,17290.0,1.588,936.5,1015.0,0.0,300.6,1.168,-100.0,-1.159,-1.086,46.86,40.7,-73.93,AWRF
19,2021-07-28 19:00:00,A,1232.0,1444.0,0.439,0.2,13.91,19350.0,1.081,867.2,1014.0,0.0,300.9,1.165,-100.0,-1.059,-0.2188,78.32,40.7,-73.93,AWRF
20,2021-07-28 20:00:00,B,1190.0,1270.0,0.44,0.2,13.92,16600.0,1.092,686.1,1013.0,0.0,301.2,1.163,-100.0,-0.8682,0.6616,127.3,40.7,-73.93,AWRF
21,2021-07-28 21:00:00,B,1180.0,1226.0,0.4408,0.2,13.93,15840.0,1.57,593.6,1012.0,0.0,300.8,1.164,-100.0,-1.057,1.161,137.7,40.7,-73.93,AWRF
22,2021-07-28 22:00:00,B,1005.0,978.5,0.4019,0.2,13.94,11210.0,1.716,350.0,1013.0,0.0,300.5,1.166,-100.0,-0.9121,1.453,147.9,40.7,-73.93,AWRF
0,2021-07-30 00:00:00,C,201.4,807.8,0.5531,0.2,13.92,1728.0,4.115,36.67,1007.0,0.0,296.8,1.17,-100.0,0.2277,4.108,183.2,40.7,-73.93,AWRF
1,2021-07-30 01:00:00,C,207.8,618.6,0.4935,0.2,13.91,1291.0,3.777,0.0,1006.0,0.0,296.4,1.17,-100.0,0.282,3.766,184.3,40.7,-73.93,AWRF
2,2021-07-30 02:00:00,C,177.5,453.2,0.4249,0.2,13.9,847.4,3.338,0.0,1006.0,0.0,296.3,1.171,-100.0,0.594,3.284,190.3,40.7,-73.93,AWRF
3,2021-07-30 03:00:00,D,100.7,367.6,0.3705,0.2,13.86,534.1,2.907,0.0,1005.0,0.0,295.9,1.172,-100.0,1.559,2.453,212.4,40.7,-73.93,AWRF
4,2021-07-30 04:00:00,D,103.4,269.9,0.3153,0.2,13.84,946.9,2.523,0.0,1006.0,0.0,295.8,1.173,-100.0,1.9,1.659,228.9,40.7,-73.93,AWRF
5,2021-07-30 05:00:00,D,75.96,199.2,0.2707,0.2,13.83,680.7,2.206,0.0,1005.0,0.0,295.8,1.172,-100.0,1.962,1.008,242.8,40.7,-73.93,AWRF
6,2021-07-30 06:00:00,D,67.72,183.0,0.2666,0.2,13.81,659.6,2.285,0.0,1005.0,0.0,295.8,1.172,-100.0,2.262,0.3251,261.8,40.7,-73.93,AWRF
7,2021-07-30 07:00:00,D,56.62,170.2,0.2665,0.2,13.81,556.3,2.375,0.0,1006.0,0.0,295.6,1.173,-100.0,2.374,0.04721,268.9,40.7,-73.93,AWRF
8,2021-07-30 08:00:00,D,56.79,143.6,0.2611,0.2,13.81,489.2,2.379,0.0,1005.0,0.0,295.6,1.172,-100.0,2.375,-0.1336,273.2,40.7,-73.93,AWRF
9,2021-07-30 09:00:00,D,55.61,154.4,0.2741,0.2,13.8,607.9,2.593,0.0,1005.0,0.0,295.5,1.173,-100.0,2.552,-0.4558,280.1,40.7,-73.93,AWRF
10,2021-07-30 10:00:00,D,55.91,114.5,0.2402,0.2,13.81,492.6,2.404,1.769,1006.0,0.0,295.4,1.174,-100.0,2.321,-0.628,285.1,40.7,-73.93,AWRF
11,2021-07-30 11:00:00,D,82.56,266.4,0.3052,0.2,13.81,1042.0,2.47,109.3,1007.0,0.0,295.8,1.175,-100.0,2.194,-1.135,297.4,40.7,-73.93,AWRF
12,2021-07-30 12:00:00,C,168.2,673.5,0.4465,0.2,13.79,1791.0,3.217,298.7,1008.0,0.0,296.4,1.175,-100.0,2.404,-2.138,311.7,40.7,-73.93,AWRF
13,2021-07-30 13:00:00,B,342.3,1017.0,0.5362,0.2,13.78,4566.0,3.635,490.7,1008.0,0.0,297.4,1.172,-100.0,2.567,-2.574,315.1,40.7,-73.93,AWRF
14,2021-07-30 14:00:00,A,692.5,1462.0,0.6596,0.2,13.76,10200.0,4.394,667.3,1008.0,0.0,298.7,1.167,-100.0,3.134,-3.08,314.5,40.7,-73.93,AWRF
15,2021-07-30 15:00:00,A,903.7,1925.0,0.7706,0.2,13.74,15110.0,5.043,810.9,1009.0,0.0,299.9,1.163,-100.0,3.756,-3.365,311.9,40.7,-73.93,AWRF
16,2021-07-30 16:00:00,A,1215.0,2156.0,0.8126,0.2,13.73,20640.0,5.206,900.6,1008.0,0.0,300.6,1.16,-100.0,4.009,-3.321,309.6,40.7,-73.93,AWRF
17,2021-07-30 17:00:00,A,1835.0,1884.0,0.808,0.2,13.73,20600.0,5.534,567.7,1008.0,0.0,301.3,1.156,-100.0,4.437,-3.307,306.7,40.7,-73.93,AWRF
18,2021-07-30 18:00:00,A,1547.0,2311.0,0.8892,0.2,13.71,22740.0,6.022,826.1,1007.0,0.0,302.1,1.154,-100.0,4.9,-3.501,305.5,40.7,-73.93,AWRF
19,2021-07-30 19:00:00,A,1412.0,1821.0,0.8312,0.2,13.71,13710.0,6.1,463.9,1008.0,0.0,302.0,1.154,-100.0,4.894,-3.641,306.6,40.7,-73.93,AWRF
20,2021-07-30 20:00:00,A,1884.0,1726.0,0.8233,0.2,13.71,14520.0,6.188,366.7,1007.0,0.0,301.8,1.154,-100.0,4.739,-3.979,310.0,40.7,-73.93,AWRF
21,2021-07-30 21:00:00,A,1929.0,1860.0,0.882,0.2,13.7,13540.0,7.021,286.7,1006.0,0.0,301.5,1.156,-100.0,5.101,-4.824,313.4,40.7,-73.93,AWRF
22,2021-07-30 22:00:00,A,1799.0,1576.0,0.8185,0.2,13.72,9760.0,6.36,185.6,1008.0,0.0,300.9,1.159,-100.0,4.686,-4.299,312.5,40.7,-73.93,AWRF
